,PO NUMBER,SSCC,QUANTITY ORDERED,QUANTITY ORD UOM,QUANTITY SHIPPED,QUANTITY SHIP UOM,DOT ITEM NUMBER,CUSTOMER ITEM NUMBER,MFG NUMBER,ITEM DESCRIPTION,GTIN,NET WEIGHT,NET WEIGHT UOM,CATCH WEIGHT FLAG,EXPIRATION DATE,LOT NUMBER,PARTNER NUMBER,DOT CUSTOMER NUMBER,DOT CUSTOMER SHIPTO,LOAD NUMBER,SHIP NOTICE DATE,SHIP NOTICE TIME,SHIPPED DATE,SHIPPED TIME,DELIVERY DATE,SHIP TO NAME,SHIP TO ADDRESS,SHIP TO CITY,SHIP TO STATE,SHIP TO ZIP CODE,ISR NAME,ISR PHONE,ORDER NUMBER,ORDER SEQUENCE NUMBER,PO DATE,PALLET LIC PLATE,UA UPC NUMBER,SHIPMENT SHIPPED QTY,SHIPMENT SHIPPED UOM,SHIPMENT NET WEIGHT,SHIPMENT NET WT UOM,SHIPMENT GROSS WEIGHT,SHIPMENT GROSS WT UOM,SHIPMENT TOTAL CUBE,SHIPMENT CUBE UOM,SHIPMENT NUM PALLETS,REFERENCE NUMBER,MODE OF TRANSPORT,ORDER SHIPPED QTY,ORDER NET WEIGHT,ORDER NET WT UOM,ORDER GROSS WEIGHT,ORDER GROSS WT UOM,ORDER TOTAL CUBE,ORDER TOTAL CUBE UOM,ORDER NUM PALLETS,PALLET TIERS,PALLET BLOCKS,PALLET HEIGHT,PALLET HEIGHT UOM,QUANTITY ON PALLET,PALLET NET WEIGHT,PALLET NET WEIGHT UOM,PALLET GROSS WEIGHT,PALLET GROSS WEIGHT UOM,PALLET VOLUME,PALLET VOLUME UOM,UP UPC NUMBER,UI UPC NUMBER,HEIGHT,HEIGHT UOM,LENGTH,LENGTH UOM,WIDTH,WIDTH UOM,PACK,SIZE,PACK UOM,GROSS WEIGHT,GROSS WEIGHT UOM,CODE DATE,TOTAL CUBE,CUBE UOM,EACH FLAG,OPERATOR ORDER NUMBER,OPERATOR SEQUENCE NUMBER,STORE NAME,STORE NUMBER,STORE DUNS NUMBER,STORE ADDRESS,STORE CITY,STORE STATE,STORE ZIP CODE,EXCHANGE ORDER NUMBER,EXCHANGE SEQUENCE NUMBER,REF QUALIFIER 1,REF NUMBER 1,REF DESCRIPTION 1,REF QUALIFIER 2,REF NUMBER 2,REF DESCRIPTION 2,REF QUALIFIER 3,REF NUMBER 3,REF DESCRIPTION 3,REF QUALIFIER 4,REF NUMBER 4,REF DESCRIPTION 4,REF QUALIFIER 5,REF NUMBER 5,REF DESCRIPTION 5,DETAIL REF NUMBER
245,659094,6844763747894926,1,CA,1,CA,561812,,7910051410,BHP MLKBN DTRT OG BIS MED 12-24 OZ,10079100514103,18.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,141,20210902,6844763747894926,7910051410,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,9.57,IN,15.82,IN,13.83,IN,12,24.0,OZ,21.53,LB,0,1.21,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,659094,6844763747894926,2,CA,2,CA,557782,,81003,CHB MNE SNK BAN DBDK 9-9-1 EA,10072108810031,27.86,LB,N,20220220,022022,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,142,20210902,6844763747894926,7210881003,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,13.0,IN,12.87,IN,11.93,IN,81,1.0,EA,32.5,LB,0,2.26,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,659094,6844763747894926,3,CA,3,CA,557780,,81001,CHB MNE SNK CHO DBDK 9-9-2.75 OZ,10072108810017,41.79,LB,N,20220131,01/31/22,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,143,20210902,6844763747894926,7210881001,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,13.0,IN,12.87,IN,11.93,IN,81,2.75,OZ,48.75,LB,0,3.48,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,659094,6844763747894926,2,CA,2,CA,557781,,81002,CHB MNE SNK VAN DBDK 9-9-1 EA,10072108810024,27.86,LB,N,20220209,02/09/22,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,144,20210902,6844763747894926,7210881002,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,13.0,IN,12.87,IN,11.93,IN,81,1.0,EA,32.5,LB,0,2.32,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,659094,6844763747894926,15,CA,15,CA,610144,,5410093826,CDR VNSG BRBQ 24-4.6 OZ,10054100938265,103.5,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,167,20210902,6844763747894926,5410093826,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,2.75,IN,16.25,IN,10.75,IN,24,4.6,OZ,130.2,LB,0,4.17,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,659094,6844763747894926,8,CA,8,CA,610141,,5410095201,CDR VNSG JAL 24-4.6 OZ,10054100952018,55.2,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,168,20210902,6844763747894926,5410095201,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,2.75,IN,16.25,IN,10.75,IN,24,4.6,OZ,69.44,LB,0,2.22,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,659094,6844763747894926,38,CA,38,CA,617348,,800090,HST BRD W 4-20 OZ,20888109110950,190.0,LB,N,20211028,PO311802-001,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,174,20210902,6844763747894926,88810911095,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,4.8,IN,18.8,IN,13.1,IN,4,20.0,OZ,237.5,LB,0,25.99,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,659094,6844763747894926,1,CA,1,CA,610047,,10013000002117,KRD YL MSTD 12-8 OZ,10013000002117,6.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,177,20210902,6844763747894926,1300000211,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,6.37,IN,11.37,IN,6.56,IN,12,8.0,OZ,7.25,LB,0,0.27,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,659094,6844763747894926,1,CA,1,CA,639065,,16000-47879,GCD BIS W/ ALM BTR 6-21.6 OZ,10016000478791,8.1,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,185,20210902,6844763747894926,1600047879,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,6.54,IN,16.81,IN,12.25,IN,6,21.6,OZ,9.0,LB,0,0.77,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,659094,6844763747894926,1,CA,1,CA,553176,,16000-13898,GCD CHERO CIC HNYN 1.8 OZ 10-10.8 O,10016000138985,6.75,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,195,20210902,6844763747894926,1600013898,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,18.5,IN,17.0,IN,12.56,IN,10,10.8,OZ,11.5,LB,0,2.28,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,659094,6844763747894926,1,CA,1,CA,682243,,5410000562,CHW VLS KDL STAK 6-16 FO,10054100005622,6.44,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,225,20210902,6844763747894926,5410000562,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,5.4,IN,10.19,IN,6.78,IN,6,16.0,FO,9.71,LB,0,0.21,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,659094,6844763747894926,1,CA,1,CA,699104,,16000-15263,GCD CRSP WFR BAR PB&C 4-15.6 OZ,10016000152639,3.9,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,233,20210902,6844763747894926,1600015263,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,7.25,IN,13.25,IN,7.06,IN,4,15.6,OZ,5.6,LB,0,0.39,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,659094,6844763747894926,1,CA,1,CA,541061,,903954,RIV MNTRIC OG 12-14 OZ,17400118068,10.5,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,261,20210902,6844763747894926,1740011806,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,9.0,IN,11.93,IN,9.53,IN,12,14.0,OZ,12.9,LB,0,0.59,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,659094,6844763747894926,1,CA,1,CA,544430,,1508450,PVM MEN PUR W G' SWMN 6-6-50 PC,73390084509,7.94,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,264,20210902,6844763747894926,7339008450,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,9.7,IN,12.6,IN,7.4,IN,36,50.0,PC,10.99,LB,0,0.48,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,659094,6844763747894926,1,CA,1,CA,461379,,1700000946,CHW AMU MT ARMO POTD SPRD 48-3 OZ,10017000009466,9.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,267,20210902,6844763747894926,1700000946,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,3.12,IN,16.25,IN,10.75,IN,48,3.0,OZ,10.6,LB,0,0.31,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,659094,6844763747894926,2,CA,2,CA,471592,,45-050/500,ROC MFE CFFT 12-50 EA,10850067450501,4.58,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,269,20210902,6844763747894926,85006745050,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,11.0,IN,16.25,IN,5.88,IN,12,50.0,EA,4.58,LB,0,1.22,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,659094,6844763747894926,2,CA,2,CA,487094,,00041789902116,MRC MIN RAMEN CKN 24-3 OZ,41789902116,9.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,271,20210902,6844763747894926,4178990211,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,4.25,IN,15.5,IN,10.0,IN,24,3.0,OZ,10.0,LB,0,0.76,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,659094,6844763747894926,10,CA,10,CA,724010,,BCBG31100,TPD TAW DGN GMS 12-3.8 OZ,10041116311007,28.5,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,298,20210902,6844763747894926,4111631100,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,5.15,IN,10.0,IN,5.75,IN,12,3.8,OZ,35.0,LB,0,1.7,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,659094,6844763747894926,1,CA,1,CA,661543,,400015683,SEM LHS LOUI HSC 12-12 FO,10190298000251,10.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,301,20210902,6844763747894926,19029800025,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,8.2,IN,11.2,IN,8.4,IN,12,12.0,FO,17.2,LB,0,0.42,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,659094,6844763747894926,4,CA,4,CA,727013,,16000-17032,GCD MDBD PRZ PB CHO 8-4 OZ,10016000170329,8.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,302,20210902,6844763747894926,1600017032,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,7.0,IN,11.25,IN,6.25,IN,8,4.0,OZ,10.4,LB,0,1.14,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,659094,6844763747894926,2,CA,2,CA,727014,,16000-17033,GCD MDLR PRZ CK&CM 8-4 OZ,10016000170336,4.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,303,20210902,6844763747894926,1600017033,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,7.0,IN,11.25,IN,6.25,IN,8,4.0,OZ,5.2,LB,0,0.57,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,659094,6844763747894926,15,CA,15,CA,728486,,16000-17013,GCD SPCI SNM 7-5.5 OZ,10016000170138,36.15,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,305,20210902,6844763747894926,1600017013,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,7.12,IN,12.62,IN,5.62,IN,7,5.5,OZ,45.0,LB,0,4.38,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,659094,6844763747894926,1,CA,1,CA,638760,,7910000339,BHP CAFD HCTS /R TKY 24-5.5 OZ,10079100003393,8.25,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,309,20210902,6844763747894926,7910000339,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,3.11,IN,13.72,IN,10.36,IN,24,5.5,OZ,10.28,LB,0,0.25,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,659094,6844763747894926,1,CA,1,CA,552236,,00030000010044,PSD QKR QUAK OATS STD 12-18 OZ,30000010044,13.5,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,314,20210902,6844763747894926,3000001004,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,143,781.83,LB,970.75,LB,68.96,CF,41116255004.0,4111625500.0,7.4,IN,16.4,IN,12.2,IN,12,18.0,OZ,14.9,LB,0,0.85,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,659094,6844763747896890,1,CA,1,CA,675003,,2927452327,BHP MWM OG 4-3.15 LB,829274523271,12.6,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,204,20210902,6844763747896890,82927452327,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,9,176.6,LB,182.98,LB,4.55,CF,41116255004.0,4111625500.0,6.5,IN,15.0,IN,8.0,IN,4,3.15,LB,13.24,LB,0,0.45,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,659094,6844763747896890,6,CA,6,CA,675002,,7910027807,BHP KBNBT OG NCSE 4-3.5 LB,79100278077,84.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,206,20210902,6844763747896890,7910027807,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,9,176.6,LB,182.98,LB,4.55,CF,41116255004.0,4111625500.0,6.5,IN,15.0,IN,7.5,IN,4,3.5,LB,88.14,LB,0,2.52,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,659094,6844763747896890,2,BG,2,BG,414727,,401149,SUG DIO CSUG GNTD 20-2 LB,30049200045757,80.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,232,20210902,6844763747896890,4920004575,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,9,176.6,LB,182.98,LB,4.55,CF,41116255004.0,4111625500.0,5.38,IN,19.5,IN,13.0,IN,20,2.0,LB,81.6,LB,0,1.58,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,659094,6844763747899921,3,CA,3,CA,653409,,00048000187062,CSI CS/ SMK SARD INO 18-3.75 OZ,48000187062,12.6,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,197,20210902,6844763747899921,4800018706,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,3,12.6,LB,17.28,LB,0.33,CF,41116255004.0,4111625500.0,3.0,IN,13.9,IN,4.6,IN,18,3.75,OZ,17.28,LB,0,0.33,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,659094,6844763747904168,35,CA,35,CA,491290,,495430,SKT SRK CNKLTT LTG POU 12-4.1 OZ,10080000495430,168.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,92,20210902,6844763747904168,8000049543,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,35,168.0,LB,168.0,LB,13.93,CF,41116255004.0,4111625500.0,7.56,IN,11.37,IN,8.0,IN,12,4.1,OZ,168.0,LB,0,13.93,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,659094,6844763747907510,3,CA,3,CA,519676,,10021000026880,KRD MRCW SQZ 12 OZ 12-12 FO,10021000026880,27.0,LB,N,20211202,20211202,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,123,20210902,6844763747907510,2100002688,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,3,27.0,LB,31.89,LB,0.99,CF,41116255004.0,4111625500.0,7.25,IN,9.87,IN,8.0,IN,12,12.0,FO,31.89,LB,0,0.99,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,659094,6844763747915201,5,CA,5,CA,693403,,16000-14846,GCD CHEDDAR 5-8.75 OZ,16000148468,13.65,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,213,20210902,6844763747915201,1600014846,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,5,13.65,LB,16.0,LB,1.96,CF,41116255004.0,4111625500.0,8.25,IN,12.0,IN,6.85,IN,5,8.75,OZ,16.0,LB,0,1.96,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,659094,6844763747916185,5,CA,5,CA,429812,,00940,PSD TPC JC RBYR GPF PBT 12-15.2 FO,10048500009403,57.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,319,20210902,6844763747916185,4850000940,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,5,57.0,LB,68.75,LB,1.96,CF,41116255004.0,4111625500.0,7.7,IN,11.0,IN,8.0,IN,12,15.2,FO,68.75,LB,0,1.96,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,659094,6844763747941095,1,CA,1,CA,506732,,88016,MOM POST FRTY PEB 12-11 OZ,10884912129717,8.25,LB,N,20220803,AUG0322RAA,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7302329,121,20210902,6844763747941095,88491212971,0,,0.0,,0.0,,0.0,,40,,DELIVERED,1027,4503.95,LB,5606.85,LB,428.64,CF,22,0,0,0.0,,1,8.25,LB,10.76,LB,1.18,CF,41116255004.0,4111625500.0,11.56,IN,14.75,IN,12.0,IN,12,11.0,OZ,10.76,LB,0,1.18,CF,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,659294,106844760000000008,1,CA,0,CA,663501,,074680D,GSK TMU ULT SLRL PEPMNT 24-12-12 EA,10307660746802,0.0,LB,N,0,,104698,147582,1,1797935,20210909,822,20210909,822,20210909,MODERN DISTRIBUTORS  INC.,385 VALLEY OAK DRIVE,SOMERSET,KY,425030999,ALICIAVERMILLION,8003663687,7339856,1,20210903,0,30766074680,0,,0.0,,0.0,,0.0,,40,,DELIVERED,40,248.0,LB,248.0,LB,10.56,CF,1,0,0,0.0,,0,0.0,LB,0.0,LB,0.0,CF,41116255004.0,4111625500.0,5.5,IN,13.37,IN,9.43,IN,288,12.0,EA,0.0,LB,0,0.0,CF,N,,,,,,,,,,4322971.0,1.0,,,,,,,,,,,,,,,,
